Review,Language,Sentiment,KeyPhrases,Entities,LinkedEntities
"Phone is really nice and good looking.
I think I got a defective one. Because there is a blue colour appears on the side of the screen. You can see it on the image shown below. I don't know I'm the one who facing this or is it a common problem. Plz let me know if you're facing the same. Also there is some touch issues when we using keyboard for typing. The typing is not smooth and it lag a lot. But the problem appears only on keyboard. I don't know wether it's a physical problem or a software problem. I wish the replacement phone will don't have these problems. Dear MI team you should consider the blue colour problem on resmi 6 pro display. It may affect your smartphone marketing. Dear MI Please make quality product as shows in your TV Advertising. I'm waiting to get the replacement. Amazon lag in replacement policy without a hand to hand replacement. Hate to purchase from Amazon",English,mixed,"['resmi 6 pro display', 'Dear MI team', 'blue colour problem', 'common problem', 'touch issues', 'physical problem', 'software problem', 'smartphone marketing', 'quality product', 'TV Advertising', 'replacement policy', 'replacement phone', 'defective', 'side', 'screen', 'image', 'Plz', 'keyboard', 'typing', 'problems', 'shows', 'Amazon', 'hand', 'Hate']","[('Phone', 'Product'), ('one', 'Quantity'), ('screen', 'Product'), ('keyboard', 'Product'), ('typing', 'Skill'), ('typing', 'Skill'), ('keyboard', 'Product'), ('phone', 'Product'), ('MI', 'Location'), ('resmi 6 pro display', 'Product'), ('smartphone', 'Product'), ('marketing', 'Skill'), ('MI', 'Location'), ('TV Advertising', 'Skill'), ('Amazon', 'Organization'), ('replacement', 'Skill'), ('Amazon', 'Organization')]","[('Telephone', 'https://en.wikipedia.org/wiki/Telephone'), ('Please (Pet Shop Boys album)', 'https://en.wikipedia.org/wiki/Please_(Pet_Shop_Boys_album)'), ('Amazon (company)', 'https://en.wikipedia.org/wiki/Amazon_(company)')]"
"good rear camera and bad front camera but software problem so cant connect to camera error comes on startup of camera!
Far better than asus zenfone max pro m1.
Now feeling the Sony camera quality.
Front camera is wow (5mp) still taking better than 13mp pics
I am using this phone as a pro photographer now
Wait for one month and you will get 1000/- off on it.
Thanks amazon
Thanks Mi India.",English,mixed,"['good rear camera', 'Sony camera quality', 'bad front camera', 'camera error', 'software problem', 'asus zenfone', '13mp pics', 'pro photographer', 'one month', 'Mi India', 'startup', 'phone', 'amazon']","[('rear camera', 'Product'), ('camera', 'Product'), ('software', 'Skill'), ('camera', 'Product'), ('camera', 'Product'), ('asus', 'Product'), ('zenfone max pro m1', 'Product'), ('Now', 'DateTime'), ('Sony', 'Organization'), ('camera', 'Product'), ('Front', 'Product'), ('camera', 'Product'), ('(5mp', 'Quantity'), ('13mp', 'Quantity'), ('phone', 'Product'), ('photographer', 'PersonType'), ('now', 'DateTime'), ('one month', 'DateTime'), ('1000/-', 'Quantity'), ('amazon', 'Organization'), ('Mi India', 'Organization')]","[('Far (band)', 'https://en.wikipedia.org/wiki/Far_(band)'), ('Sony', 'https://en.wikipedia.org/wiki/Sony'), ('I Am... (Nas album)', 'https://en.wikipedia.org/wiki/I_Am..._(Nas_album)'), ('India', 'https://en.wikipedia.org/wiki/India')]"
"Front camera of this phone is like a VGA camera, having very noisy effect. I recommend that please don't buy this phone.",English,negative,"['Front camera', 'VGA camera', 'noisy effect', 'phone']","[('phone', 'Product'), ('VGA camera', 'Product'), ('phone', 'Product')]","[('Front (military)', 'https://en.wikipedia.org/wiki/Front_(military)'), ('Video Graphics Array', 'https://en.wikipedia.org/wiki/Video_Graphics_Array')]"
"I say this product is very defective camera is not working proper and speed is very slow and company. Refunding my money the amazon customers care representative ,s behavior is very bad there is option of return on display the amazon company,s app but not return this product so I request to all customers be care full",English,negative,"['amazon customers care representative', 'amazon company', 'defective camera', 'product', 'speed', 'money', 'behavior', 'option', 'display', 'app']","[('camera', 'Product'), ('amazon', 'Organization'), ('customers care representative', 'PersonType'), ('amazon company', 'Organization'), ('customers', 'PersonType')]",[]
Not good photo crirati,English,negative,['good photo crirati'],"[('photo', 'Product')]",[]
Camera is too worst considering price of the phone. Front camera worst than other ordinary mobiles. Processor not that much fast than other 2 ghz speed mobiles of redmi. Notch is only for namesake and size sake. It's a big let down. Bought this phone considering notch option. But redmi disappointed here. Is redmi started thinking India as dump yard. Redmi Y2 is better option than this.,English,mixed,"['other 2 ghz speed mobiles', 'other ordinary mobiles', 'size sake', 'big let', 'dump yard', 'Front camera', 'Redmi Y2', 'notch option', 'price', 'phone', 'Processor', 'namesake', 'India']","[('Camera', 'Product'), ('phone', 'Product'), ('Front camera', 'Product'), ('mobiles', 'Product'), ('Processor', 'Skill'), ('2 ghz', 'Quantity'), ('redmi', 'Organization'), ('Notch', 'Organization'), ('phone', 'Product'), ('redmi', 'Person'), ('redmi', 'Person'), ('India', 'Location'), ('Redmi Y2', 'Product')]","[('Camera', 'https://en.wikipedia.org/wiki/Camera'), ('Front-wheel drive', 'https://en.wikipedia.org/wiki/Front-wheel_drive'), ('Central processing unit', 'https://en.wikipedia.org/wiki/Central_processing_unit'), ('Company rule in India', 'https://en.wikipedia.org/wiki/Company_rule_in_India'), ('Redmi', 'https://en.wikipedia.org/wiki/Redmi')]"
"Hey guys this is TECHBORED! and this is unboxing and also will adding some camera shots.
-----------------------
IN THE BOX
-----------------------
1. Manuals with warranty information.
2. Charging cable.
3. 5V 2A power adapter.
4. Transparent TPU case.
5. Redmi 6 Pro.
----------
DESIGN
----------
1. The transparent case fits well and is a perfect fit. Gives nice feel in hands.
2. It comes with a notch that is small and I really liked it, At least Xiaomi has tried to cut out the bezels at this budget segment.
3. It sports a FULL HD + display with that 19:9 aspect ratio.
4. On the top of the phone there is this infrared sensor secondary noise cancellation microphone and wow there is this 3.5mm headphone jack. Always happy to see this port.
5. Now moving to the button than there is this micro USB port situated with microphone and the speaker that is loud but decent sounding speaker.
6. Redmi 6 Pro body is made up of both metal and plastic. So this is only where metal is used but on the top bottom and on the sides it is plastic. Also the sim tray is made up of plastic. Buttons are made up of metal thats nice and gives very nice feedback.
----------------------------
DUAL 4G STANDBY
----------------------------
There is DUAL SIM with dual 4G standby so you can use both sims on 4G at same time. And here is a
good thing that I liked about this and it is that it has dedicated Micro SD card slot.
---------------------------
FACE UNLOCK
---------------------------
There is also the finger print sensor that is fast enough to unlock and it also come with this face unlock that is pretty fast and I think it is very much secure. At least it will not be unlocked with your pictures.
-----------------------
CAMERA SETUP
-----------------------
1. The best thing that Xiaomi has put in to this Redmi 6 Pro and it is the same camera setup as on Redmi Note 5 Pro. So it has 12Mp with 5mp dual camera setup with aperture of 2.2 and the single LED flash in the middle. Just now I cannot tell in detail that how how camera performs but I have included some shots that are taken on Redmi 6 Pro and I think they are nice, decent and are almost the the same as on Redmi Note 5 Pro.
2. This camera setup can record upto 1080p videos at 30fps and it supports EIS and the videos are not much shaky and EIS performs well. Where as on the front is 5MP with aperture of 2.0 camera and its decent.
-------------------
HARDWARE
-------------------
1. So it is powered with the same old Snaprdragon 625 and I think think that it is good for the budget smartphones for now and it performs well on this smartphone.
2. Redmi 6 Pro is backed up with 4000mAh battery that is great.
3. Running on Android 8.1 Oreo and on the top of that there is custom MIUI 9. It will soon get a stable update of MIUI10.
4. So the Redmi 6 pro comes in 3GB RAM with 32GB internal mermory and 4GB RAM with 64 GB internal memory variants.",English,mixed,"['infrared sensor secondary noise cancellation microphone', '5V 2A power adapter', 'Micro SD card slot', '64 GB internal memory variants', 'finger print sensor', '5mp dual camera setup', '32GB internal mermory', '3.5mm headphone jack', 'single LED flash', 'same old Snaprdragon', 'micro USB port', 'DUAL 4G STANDBY', 'Transparent TPU case', 'upto 1080p videos', 'same camera setup', 'Redmi 6 Pro body', 'Redmi Note 5 Pro', 'decent sounding speaker', 'transparent case', 'DUAL SIM', 'same time', 'warranty information', 'Charging cable', 'perfect fit', 'nice feel', 'budget segment', 'FULL HD', '19:9 aspect ratio', 'sim tray', 'nice feedback', 'good thing', 'FACE UNLOCK', 'best thing', 'budget smartphones', '4000mAh battery', 'Android 8.1 Oreo', 'stable update', '3GB RAM', '4GB RAM', 'camera shots', 'custom MIUI', 'top bottom', '2.0 camera', 'TECHBORED', 'THE', 'BOX', 'Manuals', 'DESIGN', 'hands', 'notch', 'Xiaomi', 'bezels', 'display', 'button', 'metal', 'plastic', 'sides', 'sims', 'pictures', '12Mp', 'aperture', 'middle', 'detail', '30fps', 'EIS', 'front', 'HARDWARE']","[('guys', 'PersonType'), ('camera', 'Product'), ('BOX', 'Product'), ('-\n1', 'Quantity'), ('Manuals', 'Product'), ('warranty', 'Skill'), ('2', 'Quantity'), ('cable', 'Product'), ('3', 'Quantity'), ('5V', 'Quantity'), ('2A', 'Quantity'), ('power adapter', 'Product'), ('4', 'Quantity'), ('TPU case', 'Product'), ('5', 'Quantity'), ('Redmi 6 Pro', 'Product'), ('DESIGN', 'Skill'), ('-\n1', 'Quantity'), ('transparent case', 'Product'), ('2', 'Quantity'), ('Xiaomi', 'Organization'), ('3', 'Quantity'), ('19:9 aspect', 'Quantity'), ('4', 'Quantity'), ('phone', 'Product'), ('microphone', 'Product'), ('3.5mm headphone jack', 'Product'), ('port', 'Location'), ('5', 'Quantity'), ('Now', 'DateTime'), ('micro USB port', 'Product'), ('microphone', 'Product'), ('speaker', 'Product'), ('speaker', 'Product'), ('6', 'Quantity'), ('Redmi 6 Pro', 'Product'), ('metal', 'Skill'), ('plastic', 'Product'), ('metal', 'Product'), ('plastic', 'Product'), ('sim tray', 'Product'), ('plastic', 'Product'), ('Buttons', 'Product'), ('metal', 'Product'), ('4G', 'Quantity'), ('DUAL SIM', 'Product'), ('4G', 'Quantity'), ('4G', 'Quantity'), ('Micro SD card slot', 'Product'), ('FACE', 'Product'), ('finger print sensor', 'Product'), ('face unlock', 'Skill'), ('pictures', 'Product'), ('CAMERA', 'Product'), ('-\n1', 'Quantity'), ('Xiaomi', 'Organization'), ('Redmi 6 Pro', 'Product'), ('camera', 'Product'), ('Redmi Note 5 Pro', 'Product'), ('12Mp', 'Quantity'), ('5mp', 'Quantity'), ('2.2', 'Quantity'), ('LED', 'Product'), ('now', 'DateTime'), ('camera', 'Product'), ('Redmi 6 Pro', 'Product'), ('Redmi Note 5 Pro', 'Product'), ('2', 'Quantity'), ('camera', 'Product'), ('1080p', 'Quantity'), ('30fps', 'Quantity'), ('EIS', 'Skill'), ('EIS', 'Skill'), ('5MP', 'Quantity'), ('2.0', 'Quantity'), ('camera', 'Product'), ('-\n1', 'Quantity'), ('Snaprdragon 625', 'Product'), ('smartphones', 'Product'), ('now', 'DateTime'), ('smartphone', 'Product'), ('2', 'Quantity'), ('Redmi 6 Pro', 'Product'), ('4000mAh', 'Quantity'), ('battery', 'Product'), ('3', 'Quantity'), ('8.1', 'Quantity'), ('9', 'Quantity'), ('MIUI10', 'Product'), ('4', 'Quantity'), ('Redmi 6 pro', 'Product'), ('3GB', 'Quantity'), ('32GB', 'Quantity'), ('64 GB', 'Quantity')]","[('In the Box', 'https://en.wikipedia.org/wiki/In_the_Box'), ('Transparency and translucency', 'https://en.wikipedia.org/wiki/Transparency_and_translucency'), ('Redmi', 'https://en.wikipedia.org/wiki/Redmi'), ('.pro', 'https://en.wikipedia.org/wiki/.pro'), ('Xiaomi', 'https://en.wikipedia.org/wiki/Xiaomi'), ('1080p', 'https://en.wikipedia.org/wiki/1080p'), ('USB', 'https://en.wikipedia.org/wiki/USB'), ('Heavy metal music', 'https://en.wikipedia.org/wiki/Heavy_metal_music'), ('Buttons (The Pussycat Dolls song)', 'https://en.wikipedia.org/wiki/Buttons_(The_Pussycat_Dolls_song)'), ('4G', 'https://en.wikipedia.org/wiki/4G'), ('Dual SIM', 'https://en.wikipedia.org/wiki/Dual_SIM'), ('SD card', 'https://en.wikipedia.org/wiki/SD_card'), ('Camera phone', 'https://en.wikipedia.org/wiki/Camera_phone'), ('Redmi Note 5', 'https://en.wikipedia.org/wiki/Redmi_Note_5'), ('Flash (photography)', 'https://en.wikipedia.org/wiki/Flash_(photography)'), ('Image stabilization', 'https://en.wikipedia.org/wiki/Image_stabilization'), ('Android Oreo', 'https://en.wikipedia.org/wiki/Android_Oreo'), ('MIUI', 'https://en.wikipedia.org/wiki/MIUI'), ('Random-access memory', 'https://en.wikipedia.org/wiki/Random-access_memory'), ('Gigabyte', 'https://en.wikipedia.org/wiki/Gigabyte')]"
NYC camera and battery backup,English,neutral,"['NYC camera', 'battery backup']","[('NYC', 'Location'), ('camera', 'Product')]","[('New York City', 'https://en.wikipedia.org/wiki/New_York_City')]"
A very worst mobile in such a BiG cost paid.. in 11K rs. There are so many best mobiles are present in every company..The very disappointing thing is its front camera.in today selfie days there is a very dirty and disappointing front camra..a big loss of Rs..,English,mixed,"['many best mobiles', 'disappointing front camra', 'disappointing thing', 'front camera', 'worst mobile', 'BiG cost', 'selfie days', 'big loss', '11K rs', 'Rs.', 'company', 'dirty']","[('mobile', 'Skill'), ('BiG', 'Product'), ('11K rs', 'Quantity'), ('mobiles', 'Skill'), ('front camera', 'Product'), ('camera.in', 'URL'), ('today', 'DateTime'), ('front camra', 'Product'), ('Rs..', 'Quantity')]","[('Indian rupee', 'https://en.wikipedia.org/wiki/Indian_rupee')]"
"This device feels great in hand because it is compact enough and doesn't feels bulky at all. Thanks to its notch display and 19:9 aspect ratio.
Directly coming to its pros and cons after 1 day of use. (will update soon)
Pros
1. Design - Compact design as compared to redmi note 5 pro. 5.84"" screen looks way too compact as compared to 6"" in note 5 pro. Design 9/10
2. Rear Camera - Rear Camera is fair enough. If note 5 pro is 20 then it's 19. It captures detailed image in good lights but struggles a bit in low light. Rating 8/10.
3. Audio 9/10
4. Looks like a typical Xiaomi Device. Still ok because it is having unibody metal design 8.5/10.
5. Price - Price of this device is fair in all aspects. 10/10

Cons
The only con I felt is front camera. If the camera would be at least 12 MP shooter then this deal would be great or I must say greatest.

For people who are confused between realme 2 and redmi 6 pro I would suggest them to buy redmi 6 pro.

Pls hit like if u thought this review was helpful.",English,mixed,"['unibody metal design', 'typical Xiaomi Device', 'notch display', '19:9 aspect ratio', 'detailed image', 'good lights', 'low light', '12 MP shooter', 'Compact design', 'Rear Camera', 'front camera', 'redmi note', 'redmi 6', 'hand', 'pros', 'cons', '1 day', 'use', '5.84"" screen', 'Audio', 'Price', 'aspects', 'deal', 'people', 'realme', 'Pls', 'review', '2.']","[('device', 'Product'), ('notch', 'Product'), ('19:9', 'Quantity'), ('after 1 day', 'DateTime'), ('1', 'Quantity'), ('Design', 'Skill'), ('design', 'Skill'), ('redmi note 5 pro', 'Product'), ('5.84""', 'Quantity'), ('screen', 'Product'), ('6""', 'Quantity'), ('note 5 pro', 'Product'), ('Design', 'Skill'), ('9/10', 'Quantity'), ('2', 'Quantity'), ('Rear Camera', 'Product'), ('Rear Camera', 'Product'), ('5', 'Quantity'), ('20', 'Quantity'), ('19', 'Quantity'), ('8/10', 'Quantity'), ('3', 'Quantity'), ('9/10', 'Quantity'), ('4', 'Quantity'), ('Xiaomi', 'Organization'), ('5', 'Quantity'), ('device', 'Product'), ('10/10', 'Quantity'), ('front camera', 'Product'), ('camera', 'Product'), ('12 MP', 'Quantity'), ('2', 'Quantity'), ('6', 'Quantity'), ('6', 'Quantity')]","[('Design', 'https://en.wikipedia.org/wiki/Design'), ('Compact car', 'https://en.wikipedia.org/wiki/Compact_car'), ('Nielsen ratings', 'https://en.wikipedia.org/wiki/Nielsen_ratings'), ('Audio signal', 'https://en.wikipedia.org/wiki/Audio_signal'), ('Xiaomi', 'https://en.wikipedia.org/wiki/Xiaomi'), ('Device (metal band)', 'https://en.wikipedia.org/wiki/Device_(metal_band)'), ('RICE (medicine)', 'https://en.wikipedia.org/wiki/RICE_(medicine)'), ('Conservative Party of Canada', 'https://en.wikipedia.org/wiki/Conservative_Party_of_Canada'), ('House of Commons of the United Kingdom', 'https://en.wikipedia.org/wiki/House_of_Commons_of_the_United_Kingdom')]"
"Pros
Good Display, Better Battey Performance, Proper Phone size to fit in a wallet or hand. Excellent Build Quality looks premium.
Cons
Outdated Snapdragon 625 processor, Rear Camera above average, Front camera below average, Speaker Sound is low,
Charger Cable length is shortened.
Recommend to buy if its price is 10000",English,mixed,"['Better Battey Performance', 'Proper Phone size', 'Excellent Build Quality', 'Outdated Snapdragon 625 processor', 'Charger Cable length', 'Good Display', 'Rear Camera', 'Front camera', 'Speaker Sound', 'Pros', 'wallet', 'hand', 'Cons', 'average', 'price']","[('Phone', 'Product'), ('wallet', 'Product'), ('Snapdragon 625', 'Product'), ('processor', 'Product'), ('Rear Camera', 'Product'), ('Front camera', 'Product'), ('Speaker', 'Product'), ('Charger Cable', 'Product'), ('10000', 'Quantity')]","[('Display device', 'https://en.wikipedia.org/wiki/Display_device'), ('Computer performance', 'https://en.wikipedia.org/wiki/Computer_performance'), ('Smartphone', 'https://en.wikipedia.org/wiki/Smartphone'), ('Build (developer conference)', 'https://en.wikipedia.org/wiki/Build_(developer_conference)'), ('Quality (business)', 'https://en.wikipedia.org/wiki/Quality_(business)'), ('Cons', 'https://en.wikipedia.org/wiki/Cons'), ('Obsolescence', 'https://en.wikipedia.org/wiki/Obsolescence'), ('Qualcomm Snapdragon', 'https://en.wikipedia.org/wiki/Qualcomm_Snapdragon'), ('Front-wheel drive', 'https://en.wikipedia.org/wiki/Front-wheel_drive'), ('Loudspeaker', 'https://en.wikipedia.org/wiki/Loudspeaker'), ('Sound', 'https://en.wikipedia.org/wiki/Sound'), ('Cable length', 'https://en.wikipedia.org/wiki/Cable_length')]"
Best phone with face unlock full hd video recording and all latest features.,English,positive,"['full hd video recording', 'Best phone', 'latest features', 'face']","[('phone', 'Product'), ('video recording', 'Skill')]",[]
"Overall Phone seems to be good with performance perspective under this range category. Do not buy if you are looking for wider screen and thinner phone. I felt Y2 would have been better choice in the same range which I already brought one for the family.

Not satisfied with the looks, screen size and it is a fatty phone.",English,mixed,"['Overall Phone', 'performance perspective', 'range category', 'wider screen', 'thinner phone', 'same range', 'screen size', 'fatty phone', 'Y2', 'choice', 'family', 'looks']","[('Phone', 'Product'), ('phone', 'Product'), ('Y2', 'Organization'), ('one', 'Quantity'), ('family', 'PersonType'), ('phone', 'Product')]","[('Telephone', 'https://en.wikipedia.org/wiki/Telephone')]"
"Looks is poor. Very bad Performance, Camera quality Totally Worst. Please everybody do not buy Redmi 6 pro. Go to Realme 2. I wasted my money.",English,negative,"['bad Performance', 'Camera quality', 'Looks', 'everybody', 'Redmi 6', 'Realme', 'money']","[('Camera', 'Product'), ('Redmi 6 pro', 'Product'), ('2', 'Quantity')]","[('Performance', 'https://en.wikipedia.org/wiki/Performance'), ('Camera', 'https://en.wikipedia.org/wiki/Camera'), ('Comparison (grammar)', 'https://en.wikipedia.org/wiki/Comparison_(grammar)'), ('Redmi', 'https://en.wikipedia.org/wiki/Redmi'), ('Realme', 'https://en.wikipedia.org/wiki/Realme')]"
"Very poor quality in front facing camera, and sound quality very poor, full display not working all apps, video clear videosnot good ,zoom photos not clear picture, rs 10999 not worth this mobile waste of many, return option not available this phone, return my phone please Amazon",English,negative,"['poor quality', 'sound quality', 'full display', 'zoom photos', 'clear picture', 'mobile waste', 'front', 'camera', 'apps', 'video', 'rs', 'phone', 'Amazon']","[('camera', 'Product'), ('rs 10999', 'Quantity'), ('mobile', 'Product'), ('phone', 'Product'), ('phone', 'Product'), ('Amazon', 'Organization')]","[('Amazon (company)', 'https://en.wikipedia.org/wiki/Amazon_(company)')]"
I loved the fact that Lenovo gave me such a nice transparent back cover. Very happy with phone and cover quality,English,positive,"['nice transparent back cover', 'cover quality', 'fact', 'Lenovo', 'phone']","[('Lenovo', 'Organization'), ('back cover', 'Product'), ('phone', 'Product')]","[('Lenovo', 'https://en.wikipedia.org/wiki/Lenovo')]"
"Worst, don't go for it. Performance wise, camera wise, battery wise waste. Please go for any other good brand. In second time replacement also having the same front camera portrait issue, totally waste, audio quality is too low to audible.",English,negative,"['same front camera portrait issue', 'battery wise waste', 'other good brand', 'second time replacement', 'audio quality', 'Performance']","[('camera', 'Product'), ('battery', 'Product'), ('second', 'Quantity'), ('front camera', 'Product')]","[('Performance art', 'https://en.wikipedia.org/wiki/Performance_art')]"
"Please don't buy these product.. I have 3-mobile of MI but i did not face these type of issue. mobile data getting on and off automatically same things are happening with wifi, hot-spot and bluetooth. The handset behaving like cheap quality i think its duplicate or copy of original handset.",English,negative,"['mobile data', 'same things', 'cheap quality', 'original handset', 'product', '3-mobile', 'MI', 'type', 'issue', 'wifi', 'hot-spot', 'bluetooth', 'duplicate', 'copy']","[('product', 'Product'), ('3', 'Quantity'), ('MI', 'Location'), ('mobile data', 'Skill'), ('wifi', 'Product'), ('hot-spot', 'Product'), ('bluetooth', 'Product'), ('handset', 'Product'), ('handset', 'Product')]",[]
"after using two weeks i just analyse that it is a average phone in this price catagory. price should not be more than 10,000/- for this phone.
here i analyse some pros and cons of this phone after countinious using of this phone.
PROS:-
1.screen resolution is preety good 1080 x 2280 pixels, colours contrast also very impressive.
2.two days battery backup if you not playing heavy games on it like PUBG.
3.Snapdragon 625 is old but till now it's performance is awsm ,you did not face any lag in games in low graphic setting.
4.camera pictures quality is good, also portrait mode captures the good depth effect in photos but only in Day light condition in night you will face high noice in pictures
5.front facing camera also have AI depth effect it not too much good but you can take good selfy in day light condition.
6.process optimization in this phone is good.
7.there are a little notch which increase the looks and design of phone.
CONS:-
1.one thing i hate in this phone is its notifaction bar, you will not get all notification on top bar, every time you need to scroll down the ntification bar to see app notifications. net speed meter is also not shown and no whatsapp icon notification on the top of the bar. because of the notch on the screen. Mi company should needs to fix these minaor issues by new updatess.
2.Downloading process in background is little bit slow in this phone as compare to other redmi phones.
3. video recording quality of this phone is not good.
4.only 5MP front facing camera and quality is very average. in this price segment there are many phones avilabe which have better front cameras.",English,mixed,"['2.two days battery backup', '5MP front facing camera', 'low graphic setting', 'Day light condition', 'AI depth effect', 'net speed meter', 'other redmi phones', 'many phones avilabe', 'good depth effect', 'video recording quality', 'whatsapp icon notification', '4.camera pictures quality', 'two weeks', 'front cameras', 'good selfy', 'countinious using', '1080 x 2280 pixels', 'portrait mode', 'high noice', '6.process optimization', '1.one thing', 'app notifications', 'Mi company', 'minaor issues', 'new updatess', 'Downloading process', 'notifaction bar', 'ntification bar', 'price catagory', 'price segment', '1.screen resolution', 'heavy games', 'little notch', 'top bar', 'average phone', 'pros', 'cons', 'colours', 'contrast', 'PUBG', '3.Snapdragon', 'performance', 'awsm', 'lag', 'photos', 'night', 'looks', 'design', 'background']","[('two weeks', 'DateTime'), ('phone', 'Product'), ('10,000/-', 'Quantity'), ('phone', 'Product'), ('phone', 'Product'), ('phone', 'Product'), ('-\n1', 'Quantity'), ('1080 x 2280 pixels', 'Quantity'), ('2.two days', 'DateTime'), ('PUBG', 'Product'), ('3', 'Quantity'), ('Snapdragon 625', 'Product'), ('till now', 'DateTime'), ('awsm', 'Skill'), ('4', 'Quantity'), ('camera', 'Product'), ('night', 'DateTime'), ('5', 'Quantity'), ('camera', 'Product'), ('6', 'Quantity'), ('phone', 'Product'), ('7', 'Quantity'), ('design', 'Skill'), ('phone', 'Product'), ('CONS', 'Organization'), ('-\n1', 'Quantity'), ('one', 'Quantity'), ('phone', 'Product'), ('whatsapp', 'Product'), ('bar', 'Location'), ('screen', 'Product'), ('2', 'Quantity'), ('Downloading', 'Skill'), ('phone', 'Product'), ('redmi phones', 'Product'), ('3', 'Quantity'), ('phone', 'Product'), ('4', 'Quantity'), ('5MP', 'Quantity'), ('camera', 'Product'), ('phones', 'Product'), ('avilabe', 'Organization'), ('front cameras', 'Product')]","[(""PlayerUnknown's Battlegrounds"", ""https://en.wikipedia.org/wiki/PlayerUnknown's_Battlegrounds""), ('Qualcomm Snapdragon', 'https://en.wikipedia.org/wiki/Qualcomm_Snapdragon'), ('Day', 'https://en.wikipedia.org/wiki/Day'), ('Artificial intelligence', 'https://en.wikipedia.org/wiki/Artificial_intelligence'), ('Cons', 'https://en.wikipedia.org/wiki/Cons'), ('Xiaomi', 'https://en.wikipedia.org/wiki/Xiaomi')]"
"This device feels great in hand because it is compact enough and doesn't feels bulky at all. Thanks to its notch display and 19:9 aspect ratio.
Directly coming to its pros and cons after 1 day of use. (will update soon)
Pros
1. Design - Compact design as compared to redmi note 5 pro. 5.84"" screen looks way too compact as compared to 6"" in note 5 pro. Design 9/10
2. Rear Camera - Rear Camera is fair enough. If note 5 pro is 20 then it's 19. It captures detailed image in good lights but struggles a bit in low light. Rating 8/10.
3. Audio 9/10
4. Looks like a typical Xiaomi Device. Still ok because it is having unibody metal design 8.5/10.
5. Price - Price of this device is fair in all aspects. 10/10

Cons
The only con I felt is front camera. If the camera would be at least 12 MP shooter then this deal would be great or I must say greatest.

For people who are confused between realme 2 and redmi 6 pro I would suggest them to buy redmi 6 pro.

Pls hit like if u thought this review was helpful.",English,mixed,"['unibody metal design', 'typical Xiaomi Device', 'notch display', '19:9 aspect ratio', 'detailed image', 'good lights', 'low light', '12 MP shooter', 'Compact design', 'Rear Camera', 'front camera', 'redmi note', 'redmi 6', 'hand', 'pros', 'cons', '1 day', 'use', '5.84"" screen', 'Audio', 'Price', 'aspects', 'deal', 'people', 'realme', 'Pls', 'review', '2.']","[('device', 'Product'), ('notch', 'Product'), ('19:9', 'Quantity'), ('after 1 day', 'DateTime'), ('1', 'Quantity'), ('Design', 'Skill'), ('design', 'Skill'), ('redmi note 5 pro', 'Product'), ('5.84""', 'Quantity'), ('screen', 'Product'), ('6""', 'Quantity'), ('note 5 pro', 'Product'), ('Design', 'Skill'), ('9/10', 'Quantity'), ('2', 'Quantity'), ('Rear Camera', 'Product'), ('Rear Camera', 'Product'), ('5', 'Quantity'), ('20', 'Quantity'), ('19', 'Quantity'), ('8/10', 'Quantity'), ('3', 'Quantity'), ('9/10', 'Quantity'), ('4', 'Quantity'), ('Xiaomi', 'Organization'), ('5', 'Quantity'), ('device', 'Product'), ('10/10', 'Quantity'), ('front camera', 'Product'), ('camera', 'Product'), ('12 MP', 'Quantity'), ('2', 'Quantity'), ('6', 'Quantity'), ('6', 'Quantity')]","[('Design', 'https://en.wikipedia.org/wiki/Design'), ('Compact car', 'https://en.wikipedia.org/wiki/Compact_car'), ('Nielsen ratings', 'https://en.wikipedia.org/wiki/Nielsen_ratings'), ('Audio signal', 'https://en.wikipedia.org/wiki/Audio_signal'), ('Xiaomi', 'https://en.wikipedia.org/wiki/Xiaomi'), ('Device (metal band)', 'https://en.wikipedia.org/wiki/Device_(metal_band)'), ('RICE (medicine)', 'https://en.wikipedia.org/wiki/RICE_(medicine)'), ('Conservative Party of Canada', 'https://en.wikipedia.org/wiki/Conservative_Party_of_Canada'), ('House of Commons of the United Kingdom', 'https://en.wikipedia.org/wiki/House_of_Commons_of_the_United_Kingdom')]"
